event	samp1_inclusion	samp1_exclusion	samp2_inclusion	sampe2_exclusion	pvalue	bh.adj.pval
ENSG00000171735.18;A5:chr1:6888055-6887653:6887899-6887653:+	10.0	13.0	15.0	12.0	0.5709159711886217	1.0
ENSG00000116288.12;A5:chr1:7961793-7962762:7961735-7962762:+	66.0	101.0	51.0	62.0	0.38802130469741114	1.0
ENSG00000116288.12;A5:chr1:7985283-7984893:7985256-7984893:+	3.0	39.0	5.0	29.0	0.45474509581553835	1.0
ENSG00000177674.15;A5:chr1:11748610-11750076:11748589-11750076:+	56.0	52.0	22.0	27.0	0.49168475648240473	1.0
ENSG00000011021.22;A5:chr1:11826224-11827088:11826214-11827088:+	6.0	17.0	18.0	26.0	0.2887874171257107	1.0
ENSG00000162458.12;A5:chr1:15764685-15764963:15764547-15764963:+	59.0	41.0	49.0	21.0	0.1496422223127704	1.0
ENSG00000065526.10;A5:chr1:15940266-15939295:15940145-15939295:+	4.0	57.0	4.0	54.0	1.0	1.0
ENSG00000157191.19;A5:chr1:16440853-16443631:16440775-16443631:+	201.0	11.0	188.0	9.0	0.8218620343129015	1.0
ENSG00000053372.4;A5:chr1:19252248-19254781:19251863-19254781:+	38.0	214.0	29.0	132.0	0.49406363391279584	1.0
ENSG00000270136.6;A5:chr1:19625632-19626386:19623583-19626386:+	2.0	79.0	0.0	42.0	0.5465813674530181	1.0
ENSG00000070831.15;A5:chr1:22092414-22091427:22091613-22091427:+	117.0	457.0	143.0	451.0	0.13969975087439226	1.0
ENSG00000070831.15;A5:chr1:22052868-22074093:22052742-22074093:+	400.0	4.0	424.0	6.0	0.7536307549406374	1.0
ENSG00000142676.14;A5:chr1:23695908-23696343:23694791-23696343:+	94.0	25.0	42.0	16.0	0.34722565805657635	1.0
ENSG00000133226.16;A5:chr1:24655129-24660718:24655123-24660718:+	312.0	152.0	178.0	135.0	0.00395189288734789	0.9999993903837717
ENSG00000183726.10;A5:chr1:25361142-25360659:25360994-25360659:+	7.0	128.0	15.0	190.0	0.5047910626132806	1.0
ENSG00000117640.17;A5:chr1:25823439-25823643:25823323-25823643:+	12.0	10.0	22.0	4.0	0.029429164866825574	1.0
ENSG00000117682.16;A5:chr1:26432415-26432890:26432376-26432890:+	11.0	67.0	46.0	124.0	0.033803387971196114	1.0
ENSG00000117682.16;A5:chr1:26432518-26432890:26432376-26432890:+	29.0	67.0	36.0	124.0	0.18396608240686904	1.0
ENSG00000117682.16;A5:chr1:26432518-26432890:26432415-26432890:+	45.0	11.0	85.0	46.0	0.038460087114226715	1.0
ENSG00000198830.10;A5:chr1:26472627-26473482:26472562-26473482:+	1110.0	86.0	1117.0	103.0	0.256757122242616	1.0
